#Indiener;Partij Indiener;Medeindiener;Partij Medeindiener;datum motie;URL naar motie
"A.P.W. Melkert";"PvdA";"R.W. d. Korte";"VVD";"1994.04.14";"http://polidocs.nl/XML/MOT/1867023.xml"
"A.P.W. Melkert";"PvdA";"G. Ybema";"D66";"1994.04.14";"http://polidocs.nl/XML/MOT/1867023.xml"
"E.A. Cramer";"CU";"E.G.M. Roemer";"SP";"2007.11.06";"http://polidocs.nl/XML/MOT/6186483.xml"
"M. Peters";"GL";"B. v.d. Ham";"D66";"2006.12.07";"http://polidocs.nl/XML/MOT/5910658.xml"
"A.G. Koenders";"PvdA";"J.T. Hoekema";"D66";"1999.04.21";"http://polidocs.nl/XML/MOT/1825422.xml"
"A.J. Hermes";"CDA";"H.F. Dijkstal";"VVD";"1984.11.14";"http://polidocs.nl/XML/MOT/1927124.xml"
"H. Zijlstra";"VVD";"M. Besselink";"PvdA";"2007.12.18";"http://polidocs.nl/XML/MOT/6236072.xml"
"H.E. Waalkens";"PvdA";"J.F. Snijder-Hazelhoff";"VVD";"2007.12.20";"http://polidocs.nl/XML/MOT/6232284.xml"
"H.E. Waalkens";"PvdA";"H.J. Polderman";"SP";"2007.12.20";"http://polidocs.nl/XML/MOT/6232284.xml"
"W. v. Gent";"GL";"J. Veenendaal";"VVD";"2005.04.19";"http://polidocs.nl/XML/MOT/2059388.xml"
"W. v. Gent";"GL";"J.C. Verdaas";"PvdA";"2005.04.19";"http://polidocs.nl/XML/MOT/2059388.xml"
"W. v. Gent";"GL";"K. v. Velzen";"SP";"2005.04.19";"http://polidocs.nl/XML/MOT/2059388.xml"
"D.W. d. Cloe";"PvdA";"N.J. Ginjaar-Maas";"VVD";"1990.05.30";"http://polidocs.nl/XML/MOT/1886078.xml"
"D.W. d. Cloe";"PvdA";"L.J.P.M. Frissen";"CDA";"1990.05.30";"http://polidocs.nl/XML/MOT/1886078.xml"
"C.A. Vietsch";"CDA";"A. v. Miltenburg";"VVD";"2004.10.28";"http://polidocs.nl/XML/MOT/2048824.xml"
"C.A. Vietsch";"CDA";"F. Koser Kaya";"D66";"2004.10.28";"http://polidocs.nl/XML/MOT/2048824.xml"
"J.A. v. Kemenade";"PvdA";"E. Nypels";"D66";"1978.12.18";"http://polidocs.nl/XML/MOT/1985734.xml"
"J.A. v. Kemenade";"PvdA";"J.L.A. Jansen";"PPR";"1978.12.18";"http://polidocs.nl/XML/MOT/1985734.xml"
"A.D. Bakker";"D66";"F.J.F.M. d. Nerée t. Babberich";"CDA";"2005.10.06";"http://polidocs.nl/XML/MOT/2064196.xml"
"A.D. Bakker";"D66";"F.J.M. Crone";"PvdA";"2005.10.06";"http://polidocs.nl/XML/MOT/2064196.xml"
"E.L. Herfkens";"PvdA";"H.J.B. Aarts";"CDA";"1984.02.09";"http://polidocs.nl/XML/MOT/1936194.xml"
"J.T. v.d. Berg";"SGP";"T. Netelenbos";"PvdA";"1988.11.14";"http://polidocs.nl/XML/MOT/1893239.xml"
"J.T. v.d. Berg";"SGP";"D.K.J. Tommel";"D66";"1988.11.14";"http://polidocs.nl/XML/MOT/1893239.xml"
"W. Swildens-Rozendaal";"PvdA";"A.H. Esselink";"CDA";"1993.03.02";"http://polidocs.nl/XML/MOT/1876569.xml"
"J. v. Elsen";"CDA";"J. v. Leeuwen";"CDA";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"J. v. Elsen";"CDA";"H. Wisselink";"CDA";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"J. v. Elsen";"CDA";"G.W. Keja";"VVD";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"J. v. Elsen";"CDA";"C.N. v. Dis";"SGP";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"J. v. Elsen";"CDA";"A.J. Verbrugh";"GPV";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"J. v. Elsen";"CDA";"A.M.C.Th. v. Heel-Kasteel";"CDA";"1977.01.31";"http://polidocs.nl/XML/MOT/2000865.xml"
"A. v.d. Hek";"PvdA";"H.J. v.d. Bergh";"PvdA";"1983.12.28";"http://polidocs.nl/XML/MOT/1931627.xml"
"J.W. Remkes";"VVD";"R. v. Gijzel";"PvdA";"1995.12.04";"http://polidocs.nl/XML/MOT/1862916.xml"
"J.W. Remkes";"VVD";"N.G. v.'t Riet";"D66";"1995.12.04";"http://polidocs.nl/XML/MOT/1862916.xml"
"J.L.N. Schaefer";"PvdA";"L.S. Groenman";"D66";"1988.12.15";"http://polidocs.nl/XML/MOT/1894198.xml"
"W.J. Willems";"PSP";"P.A. Lankhorst";"PPR";"1984.12.10";"http://polidocs.nl/XML/MOT/1922584.xml"
"W.J. Willems";"PSP";"D.K.J. Tommel";"D66";"1984.12.10";"http://polidocs.nl/XML/MOT/1922584.xml"
"J.J. Lambers-Hacquebard";"D66";"H. Rienks";"PvdA";"1980.03.10";"http://polidocs.nl/XML/MOT/1997953.xml"
"J.J. Lambers-Hacquebard";"D66";"J.L.A. Jansen";"PPR";"1980.03.10";"http://polidocs.nl/XML/MOT/1997953.xml"
"M.B. Vos";"GL";"C.C.M. Vendrik";"GL";"2004.10.06";"http://polidocs.nl/XML/MOT/2048088.xml"
"M.B. Vos";"GL";"F.J.M. Crone";"PvdA";"2004.10.06";"http://polidocs.nl/XML/MOT/2048088.xml"
"A.C. v. Es";"PSP";"I. Brouwer";"CPN";"1982.02.18";"http://polidocs.nl/XML/MOT/1957532.xml"
"A.C. v. Es";"PSP";"P.A. Lankhorst";"PPR";"1982.02.18";"http://polidocs.nl/XML/MOT/1957532.xml"
"M. d. Boer";"PvdA";"J. v. Walsem";"D66";"2000.11.29";"http://polidocs.nl/XML/MOT/1807853.xml"
"M. d. Boer";"PvdA";"J.G. Wijn";"CDA";"2000.11.29";"http://polidocs.nl/XML/MOT/1807853.xml"
"M. d. Boer";"PvdA";"M.B. Vos";"GL";"2000.11.29";"http://polidocs.nl/XML/MOT/1807853.xml"
"M. d. Boer";"PvdA";"L.C. v. Dijke";"RPF";"2000.11.29";"http://polidocs.nl/XML/MOT/1807853.xml"
"G.M.P. Cornelissen";"CDA";"A. Kappeyne v.d. Coppello";"VVD";"1979.09.04";"http://polidocs.nl/XML/MOT/1981802.xml"
"G.M.P. Cornelissen";"CDA";"J.J. Voogd";"PvdA";"1979.09.04";"http://polidocs.nl/XML/MOT/1981802.xml"
"G.M.P. Cornelissen";"CDA";"J.F. Wolff";"CPN";"1979.09.04";"http://polidocs.nl/XML/MOT/1981802.xml"
"G.M.P. Cornelissen";"CDA";"Ch. Mertens";"D66";"1979.09.04";"http://polidocs.nl/XML/MOT/1981802.xml"
"G.M.P. Cornelissen";"CDA";"R.E.F.M. Nijhof";"DS70";"1979.09.04";"http://polidocs.nl/XML/MOT/1981802.xml"
"A.A.G.M. v. Raak";"SP";"H. Brinkman";"PVV";"2008.02.27";"http://polidocs.nl/XML/MOT/6304938.xml"
"M. v.d. Doel";"VVD";"R.W.F. Kortenhorst";"CDA";"2002.12.05";"http://polidocs.nl/XML/MOT/2027033.xml"
"M. v.d. Doel";"VVD";"M. Herben";"LPF";"2002.12.05";"http://polidocs.nl/XML/MOT/2027033.xml"
"M. v.d. Doel";"VVD";"A. Slob";"CU";"2002.12.05";"http://polidocs.nl/XML/MOT/2027033.xml"
"M. v.d. Doel";"VVD";"C.G. v.d. Staaij";"SGP";"2002.12.05";"http://polidocs.nl/XML/MOT/2027033.xml"
"H. Vos";"PvdA";"W.A. d. Pree";"PvdA";"1985.11.11";"http://polidocs.nl/XML/MOT/1916641.xml"
"H. Rienks";"PvdA";"F.W.C. Castricum";"PvdA";"1980.10.13";"http://polidocs.nl/XML/MOT/1997487.xml"
"M. v.d. Doel";"VVD";"L.P. Middel";"PvdA";"1995.10.16";"http://polidocs.nl/XML/MOT/1862455.xml"
"E. v. Middelkoop";"CU";"G.C.F.M. Depla";"PvdA";"2002.04.15";"http://polidocs.nl/XML/MOT/2018015.xml"
"A.C. Kant";"SP";"K. Arib";"PvdA";"2006.03.23";"http://polidocs.nl/XML/MOT/5736074.xml"
"A.C. Kant";"SP";"C.C.M. Vendrik";"GL";"2006.03.23";"http://polidocs.nl/XML/MOT/5736074.xml"
"A.C. Kant";"SP";"M. Kraneveldt";"LPF";"2006.03.23";"http://polidocs.nl/XML/MOT/5736074.xml"
"F. v.d. Ploeg";"PvdA";"G. Ybema";"D66";"1995.06.29";"http://polidocs.nl/XML/MOT/1855770.xml"
"F. v.d. Ploeg";"PvdA";"J.W. Remkes";"VVD";"1995.06.29";"http://polidocs.nl/XML/MOT/1855770.xml"
"G.M.P. Cornelissen";"CDA";"J.H. Vrijlandt-Krijnen";"VVD";"1978.04.04";"http://polidocs.nl/XML/MOT/2003752.xml"
"G.M.P. Cornelissen";"CDA";"H.H. Drenth";"PvdA";"1978.04.04";"http://polidocs.nl/XML/MOT/2003752.xml"
"M.J.A. v.d. Hoeven";"CDA";"M. Wagenaar";"PvdA";"1998.12.01";"http://polidocs.nl/XML/MOT/1831618.xml"
"M.J.A. v.d. Hoeven";"CDA";"M.J. Augusteijn-Esser";"D66";"1998.12.01";"http://polidocs.nl/XML/MOT/1831618.xml"
"M.J.A. v.d. Hoeven";"CDA";"O. Cherribi";"VVD";"1998.12.01";"http://polidocs.nl/XML/MOT/1831618.xml"
"M.J.A. v.d. Hoeven";"CDA";"C.C.M. Vendrik";"GL";"1998.12.01";"http://polidocs.nl/XML/MOT/1831618.xml"
"M.J.M. Verhagen";"CDA";"J.J. v. Aartsen";"VVD";"2005.04.14";"http://polidocs.nl/XML/MOT/2059055.xml"
"M.J.M. Verhagen";"CDA";"B.O. Dittrich";"D66";"2005.04.14";"http://polidocs.nl/XML/MOT/2059055.xml"
"M.J.M. Verhagen";"CDA";"B.J. v.d. Vlies";"SGP";"2005.04.14";"http://polidocs.nl/XML/MOT/2059055.xml"
"M.J.M. Verhagen";"CDA";"A. Rouvoet";"CU";"2005.04.14";"http://polidocs.nl/XML/MOT/2059055.xml"
"H.E. Waalkens";"PvdA";"K. v. Velzen";"SP";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"H.E. Waalkens";"PvdA";"E.A. Cramer";"CU";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"H.E. Waalkens";"PvdA";"J.J. Atsma";"CDA";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"H.E. Waalkens";"PvdA";"B. v.d. Ham";"D66";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"H.E. Waalkens";"PvdA";"B.J. v.d. Vlies";"SGP";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"H.E. Waalkens";"PvdA";"J.F. Snijder-Hazelhoff";"VVD";"2007.11.01";"http://polidocs.nl/XML/MOT/6182884.xml"
"J.J. Feenstra";"PvdA";"J.L. v.d. Akker";"CDA";"2001.07.05";"http://polidocs.nl/XML/MOT/1802726.xml"
"C. Hermann";"GL";"B.O. Dittrich";"D66";"2001.12.19";"http://polidocs.nl/XML/MOT/2013363.xml"
"C. Hermann";"GL";"A. Rouvoet";"RPF";"2001.12.19";"http://polidocs.nl/XML/MOT/2013363.xml"
"A.M.V. Gerkens";"SP";"J.M.A.M. d. Wit";"SP";"2005.02.08";"http://polidocs.nl/XML/MOT/2056152.xml"
"A.M.V. Gerkens";"SP";"J.R.V.A. Dijsselbloem";"PvdA";"2005.02.08";"http://polidocs.nl/XML/MOT/2056152.xml"
"A.M.V. Gerkens";"SP";"N. Azough";"GL";"2005.02.08";"http://polidocs.nl/XML/MOT/2056152.xml"
"J.J. Atsma";"CDA";"H. Wiersma";"LPF";"2002.11.25";"http://polidocs.nl/XML/MOT/2025080.xml"
"J.J. Atsma";"CDA";"A.C. Kant";"SP";"2002.11.25";"http://polidocs.nl/XML/MOT/2025080.xml"
"J.J. Atsma";"CDA";"B.J. v.d. Vlies";"SGP";"2002.11.25";"http://polidocs.nl/XML/MOT/2025080.xml"
"J.J. Atsma";"CDA";"N. Azough";"GL";"2002.11.25";"http://polidocs.nl/XML/MOT/2025080.xml"
"M.J.C. Worrell";"PvdA";"A. Nuis";"D66";"1987.06.23";"http://polidocs.nl/XML/MOT/1905451.xml"
"J. Tichelaar";"PvdA";"J.J. Atsma";"CDA";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"J.M. Geluk";"VVD";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"A. v.d. Brand";"GL";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"K. v. Velzen";"SP";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"L.C. v. Dijke";"CU";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"B.J. v.d. Vlies";"SGP";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"B. v.d. Ham";"D66";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"J. Tichelaar";"PvdA";"W. v.d. Brink";"LPF";"2002.11.21";"http://polidocs.nl/XML/MOT/2022930.xml"
"W. v. Gent";"GL";"E. Ouwehand";"PVDD";"2007.02.06";"http://polidocs.nl/XML/MOT/5958326.xml"
"W. v. Gent";"GL";"H.J. Polderman";"SP";"2007.02.06";"http://polidocs.nl/XML/MOT/5958326.xml"
"R. Luchtenveld";"VVD";"J.C. Witteveen-Hevinga";"PvdA";"2002.03.11";"http://polidocs.nl/XML/MOT/2015437.xml"
"R. Luchtenveld";"VVD";"P.C.E. v. Wijmen";"CDA";"2002.03.11";"http://polidocs.nl/XML/MOT/2015437.xml"
"J.C. v. Baalen";"VVD";"J.D.M.P. Aasted-Madsen-v. Stiphout";"CDA";"2003.10.22";"http://polidocs.nl/XML/MOT/2033762.xml"
"J.C. v. Baalen";"VVD";"A.D. Bakker";"D66";"2003.10.22";"http://polidocs.nl/XML/MOT/2033762.xml"
"J.A.W.J. Leerdam";"PvdA";"B.J. v. Bochove";"CDA";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"J.A.W.J. Leerdam";"PvdA";"C.G. v.d. Staaij";"SGP";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"J.A.W.J. Leerdam";"PvdA";"A. Pechtold";"D66";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"J.A.W.J. Leerdam";"PvdA";"W. v. Gent";"GL";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"J.A.W.J. Leerdam";"PvdA";"A.A.G.M. v. Raak";"SP";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"J.A.W.J. Leerdam";"PvdA";"C.A. Ortega-Martijn";"CU";"2007.12.05";"http://polidocs.nl/XML/MOT/6217508.xml"
"W. Meijer";"PvdA";"W.A.F. Wilbers";"D66";"1972.03.09";"http://polidocs.nl/XML/MOT/2007559.xml"
"W. Meijer";"PvdA";"J.L.N. Schaefer";"PvdA";"1972.03.09";"http://polidocs.nl/XML/MOT/2007559.xml"
"W. Meijer";"PvdA";"J.J. Voogd";"PvdA";"1972.03.09";"http://polidocs.nl/XML/MOT/2007559.xml"
"W. Meijer";"PvdA";"C. Egas";"PvdA";"1972.03.09";"http://polidocs.nl/XML/MOT/2007559.xml"
"M. Leerling";"RPF";"E.G. Terpstra";"VVD";"1993.11.11";"http://polidocs.nl/XML/MOT/1865024.xml"
"M. Leerling";"RPF";"B.J. v.d. Vlies";"SGP";"1993.11.11";"http://polidocs.nl/XML/MOT/1865024.xml"
"M. Leerling";"RPF";"G. d. Jong";"CDA";"1993.11.11";"http://polidocs.nl/XML/MOT/1865024.xml"
"M. Leerling";"RPF";"D.K.J. Tommel";"D66";"1993.11.11";"http://polidocs.nl/XML/MOT/1865024.xml"
"M. Leerling";"RPF";"J.M. Verspaget";"PvdA";"1993.11.11";"http://polidocs.nl/XML/MOT/1865024.xml"
"B. v.d. Ham";"D66";"W. v. Gent";"GL";"2007.09.12";"http://polidocs.nl/XML/MOT/6137640.xml"
"B. v.d. Ham";"D66";"M.L. Thieme";"PVDD";"2007.09.12";"http://polidocs.nl/XML/MOT/6137640.xml"
"B. v.d. Ham";"D66";"D.J.G. Graus";"PVV";"2007.09.12";"http://polidocs.nl/XML/MOT/6137640.xml"
"B. v.d. Ham";"D66";"K. v. Velzen";"SP";"2007.09.12";"http://polidocs.nl/XML/MOT/6137640.xml"
"J. Buikema";"CDA";"J.G.C. Wiebenga";"VVD";"1984.02.27";"http://polidocs.nl/XML/MOT/1971419.xml"
"K. Douma";"PvdA";"J.J. Mastwijk";"CDA";"2005.03.31";"http://polidocs.nl/XML/MOT/2058620.xml"
"K. Douma";"PvdA";"E.R.M. Balemans";"VVD";"2005.03.31";"http://polidocs.nl/XML/MOT/2058620.xml"
"K. Douma";"PvdA";"A.D. Bakker";"D66";"2005.03.31";"http://polidocs.nl/XML/MOT/2058620.xml"
"K. Douma";"PvdA";"C.C.M. Vendrik";"GL";"2005.03.31";"http://polidocs.nl/XML/MOT/2058620.xml"
"H. Rienks";"PvdA";"J.L.A. Jansen";"PPR";"1979.10.15";"http://polidocs.nl/XML/MOT/2003408.xml"
"H. Rienks";"PvdA";"D. Duinker";"PvdA";"1979.10.15";"http://polidocs.nl/XML/MOT/2003408.xml"
"H. Rienks";"PvdA";"H.M. d. Boois";"PvdA";"1979.10.15";"http://polidocs.nl/XML/MOT/2003408.xml"
"A.M.V. Gerkens";"SP";"G.C.F.M. Depla";"PvdA";"2006.05.30";"http://polidocs.nl/XML/MOT/5774373.xml"
"C.B. Aptroot";"VVD";"P.E. Smeets";"PvdA";"2004.06.30";"http://polidocs.nl/XML/MOT/2045653.xml"
"G.A. Verbeet";"PvdA";"H.P.A. Nawijn";"LPF";"2003.11.24";"http://polidocs.nl/XML/MOT/2036568.xml"
"D.M. Samsom";"PvdA";"A.J.W. Duyvendak";"GL";"2003.06.26";"http://polidocs.nl/XML/MOT/2031240.xml"
"D.M. Samsom";"PvdA";"K. v. Velzen";"SP";"2003.06.26";"http://polidocs.nl/XML/MOT/2031240.xml"
"A.G. v.d. Spek";"PSP";"H.J.G. Waltmans";"PPR";"1979.11.14";"http://polidocs.nl/XML/MOT/1977122.xml"
"S.E.A. Noorman-d. Uyl";"PvdA";"P. d. Ruiter";"SP";"2003.06.26";"http://polidocs.nl/XML/MOT/2031611.xml"
"G.P.J. Koopmans";"CDA";"J.F. Snijder-Hazelhoff";"VVD";"2005.11.08";"http://polidocs.nl/XML/MOT/5567224.xml"
"G.M.P. Cornelissen";"CDA";"E.G. Terpstra";"VVD";"1983.10.03";"http://polidocs.nl/XML/MOT/1943029.xml"
"G.M.P. Cornelissen";"CDA";"M.A. Müller-v. Ast";"PvdA";"1983.10.03";"http://polidocs.nl/XML/MOT/1943029.xml"
"M.M. v.d. Burg";"PvdA";"M.D.Th.M. d. Jong";"CDA";"1993.06.09";"http://polidocs.nl/XML/MOT/1874134.xml"
"W.A.F.G. Vermeend";"PvdA";"J.C. Kombrink";"PvdA";"1986.03.03";"http://polidocs.nl/XML/MOT/1918801.xml"
"E.C.M. Jurgens";"PvdA";"W.A. Mateman";"CDA";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"J.G.C. Wiebenga";"VVD";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"O. Scheltema-d. Nie";"D66";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"W.J. Willems";"GL";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"J.T. v.d. Berg";"SGP";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"E. v. Middelkoop";"GPV";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"E.C.M. Jurgens";"PvdA";"M. Leerling";"RPF";"1993.11.04";"http://polidocs.nl/XML/MOT/1887292.xml"
"J.N. Scholten";"CDA";"H.J. v.d. Bergh";"PvdA";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"J.N. Scholten";"CDA";"F. Bolkestein";"VVD";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"J.N. Scholten";"CDA";"L.J. Brinkhorst";"D66";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"J.N. Scholten";"CDA";"M. v.d. Stoel";"PvdA";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"J.N. Scholten";"CDA";"J.S.L. Gualthérie v. Weezel";"CDA";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"J.N. Scholten";"CDA";"H.J.G. Waltmans";"PPR";"1981.05.07";"http://polidocs.nl/XML/MOT/1963475.xml"
"S.A.M. Dijksma";"PvdA";"Y.J. v. Hijum";"CDA";"2006.10.30";"http://polidocs.nl/XML/MOT/5877427.xml"
"A.Th. Duivesteijn";"PvdA";"G.C.F.M. Depla";"PvdA";"2002.04.15";"http://polidocs.nl/XML/MOT/2017585.xml"
"B.O. Dittrich";"D66";"L.P. Middel";"PvdA";"1998.10.15";"http://polidocs.nl/XML/MOT/1910036.xml"
"B.O. Dittrich";"D66";"H.G.J. Kamp";"VVD";"1998.10.15";"http://polidocs.nl/XML/MOT/1910036.xml"
"A.G. Koenders";"PvdA";"F. Karimi";"GL";"2004.06.30";"http://polidocs.nl/XML/MOT/2045799.xml"
"F. Joldersma";"CDA";"E.D.C.M. Lambrechts";"D66";"2002.11.14";"http://polidocs.nl/XML/MOT/2024887.xml"
"F. Joldersma";"CDA";"N. Azough";"GL";"2002.11.14";"http://polidocs.nl/XML/MOT/2024887.xml"
"F. Joldersma";"CDA";"B.J. v.d. Vlies";"SGP";"2002.11.14";"http://polidocs.nl/XML/MOT/2024887.xml"
"H. Koetje";"CDA";"A. d. Jong";"PvdA";"1991.10.21";"http://polidocs.nl/XML/MOT/1895603.xml"
"M.B. Engwirda";"D66";"R.P. Hummel";"PvdA";"1985.10.23";"http://polidocs.nl/XML/MOT/1918597.xml"
"M.B. Engwirda";"D66";"G. v. Muiden";"CDA";"1985.10.23";"http://polidocs.nl/XML/MOT/1918597.xml"
"M.B. Engwirda";"D66";"J.F.B. v. Rey";"VVD";"1985.10.23";"http://polidocs.nl/XML/MOT/1918597.xml"
"E.D.C.M. Lambrechts";"D66";"B.J. v.d. Vlies";"SGP";"2004.04.05";"http://polidocs.nl/XML/MOT/2042123.xml"
"J.C. Witteveen-Hevinga";"PvdA";"M.J. Augusteijn-Esser";"D66";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"J.J. Atsma";"CDA";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"H.J. v.d. Steenhoven";"GL";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"R.J.L. Poppe";"SP";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"L.C. v. Dijke";"RPF";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"C.G. v.d. Staaij";"SGP";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"J.C. Witteveen-Hevinga";"PvdA";"E. v. Middelkoop";"GPV";"1999.07.01";"http://polidocs.nl/XML/MOT/1822358.xml"
"F. Koser Kaya";"D66";"A. Pechtold";"D66";"2007.06.14";"http://polidocs.nl/XML/MOT/6060384.xml"
"W.J. Bos";"PvdA";"J.G.C.A. Marijnissen";"SP";"2004.10.14";"http://polidocs.nl/XML/MOT/2048593.xml"
"W.J. Bos";"PvdA";"F. Halsema";"GL";"2004.10.14";"http://polidocs.nl/XML/MOT/2048593.xml"
"L.M. d. Beer";"VVD";"C.P. v. Dijk";"CDA";"1978.12.11";"http://polidocs.nl/XML/MOT/1990390.xml"
"L.M. d. Beer";"VVD";"H. d. Hamer";"PvdA";"1978.12.11";"http://polidocs.nl/XML/MOT/1990390.xml"
"L.M. d. Beer";"VVD";"H. v. Rossum";"SGP";"1978.12.11";"http://polidocs.nl/XML/MOT/1990390.xml"
"L. Jacobi";"PvdA";"H.J. Polderman";"SP";"2007.07.05";"http://polidocs.nl/XML/MOT/6102512.xml"
"M.H.J. Soutendijk-v. Appeldoorn";"CDA";"G.J. Schutte";"GPV";"1997.04.10";"http://polidocs.nl/XML/MOT/1855142.xml"
"M.H.J. Soutendijk-v. Appeldoorn";"CDA";"V.A.M. v.d. Burg";"CDA";"1997.04.10";"http://polidocs.nl/XML/MOT/1855142.xml"
"M.H.J. Soutendijk-v. Appeldoorn";"CDA";"A. Rouvoet";"RPF";"1997.04.10";"http://polidocs.nl/XML/MOT/1855142.xml"
"E.L. Eshuis";"CPN";"E.K. Wessel-Tuinstra";"D66";"1984.03.20";"http://polidocs.nl/XML/MOT/1940392.xml"
"A. Rouvoet";"RPF";"M.H.J. Soutendijk-v. Appeldoorn";"CDA";"1994.06.21";"http://polidocs.nl/XML/MOT/1867354.xml"
"S. Langedijk-d. Jong";"PvdA";"R.M. Haas-Berger";"PvdA";"1979.05.28";"http://polidocs.nl/XML/MOT/1986801.xml"
"S. Langedijk-d. Jong";"PvdA";"M.B.C. Beckers-d. Bruijn";"PPR";"1979.05.28";"http://polidocs.nl/XML/MOT/1986801.xml"
"S. Langedijk-d. Jong";"PvdA";"A.G. v.d. Spek";"PSP";"1979.05.28";"http://polidocs.nl/XML/MOT/1986801.xml"
"S. Langedijk-d. Jong";"PvdA";"S.C. Bischoff v. Heemskerck";"D66";"1979.05.28";"http://polidocs.nl/XML/MOT/1986801.xml"
"B.O. Dittrich";"D66";"N. Albayrak";"PvdA";"2006.02.16";"http://polidocs.nl/XML/MOT/5699955.xml"
"B.O. Dittrich";"D66";"F.H.H. Weekers";"VVD";"2006.02.16";"http://polidocs.nl/XML/MOT/5699955.xml"
"B.O. Dittrich";"D66";"J.M.A.M. d. Wit";"SP";"2006.02.16";"http://polidocs.nl/XML/MOT/5699955.xml"
"M.J. d. Visser";"PvdA";"B.M.J. Hennekam";"CDA";"1981.12.16";"http://polidocs.nl/XML/MOT/1958284.xml"
"M.J. d. Visser";"PvdA";"J.Th.M. Veldhuizen";"D66";"1981.12.16";"http://polidocs.nl/XML/MOT/1958284.xml"
"M.J. d. Visser";"PvdA";"L.M.L.H.A. Hermans";"VVD";"1981.12.16";"http://polidocs.nl/XML/MOT/1958284.xml"
"M.J. d. Visser";"PvdA";"G.J. Schutte";"GPV";"1981.12.16";"http://polidocs.nl/XML/MOT/1958284.xml"
"H.J.B. Aarts";"CDA";"A.P.W. Melkert";"PvdA";"1990.10.30";"http://polidocs.nl/XML/MOT/1899332.xml"
"T. Netelenbos";"PvdA";"F.J. Laning-Boersema";"CDA";"1992.11.09";"http://polidocs.nl/XML/MOT/1874302.xml"
"T. Netelenbos";"PvdA";"J. Kohnstamm";"D66";"1992.11.09";"http://polidocs.nl/XML/MOT/1874302.xml"
"T. Netelenbos";"PvdA";"M.B.C. Beckers-d. Bruijn";"GL";"1992.11.09";"http://polidocs.nl/XML/MOT/1874302.xml"
"T. Netelenbos";"PvdA";"E. v. Middelkoop";"GPV";"1992.11.09";"http://polidocs.nl/XML/MOT/1874302.xml"
